pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
48,Alberta,2021-07-13,4894909,2021-07-12,2792191,2101718,,,1
47,Saskatchewan,2021-07-13,1307065,2021-07-13,741905,565160,,,1
12,Nova Scotia,2021-07-13,986747,2021-07-03,709817,276930,0,,0
46,Manitoba,2021-07-13,1478003,2021-07-03,1048046,429914,40,,0
13,New Brunswick,2021-07-13,767337,2021-07-03,534414,232923,0,,0
10,Newfoundland and Labrador,2021-07-13,493151,2021-07-03,384504,108647,0,,0
11,Prince Edward Island,2021-07-13,168601,2021-07-10,119754,48304,,,1
61,Northwest Territories,2021-07-13,61741,2021-07-10,32454,29287,,,0
62,Nunavut,2021-07-13,39260,2021-07-10,21668,17592,,,0
60,Yukon,2021-07-13,61500,2021-07-10,32172,29328,0,0,0
1,Canada,2021-07-13,43129120,2021-07-13,26379569,16656210,328,4,1
24,Quebec,2021-07-14,9648811,2021-07-13,6113271,3532585,,,1
35,Ontario,2021-07-14,17672481,2021-07-13,10207615,7464570,292,4,1
59,British Columbia,2021-07-14,5872611,2021-07-14,3679973,2192638,,,1
48,Alberta,2021-07-14,4920417,2021-07-13,2796022,2124395,,,1
47,Saskatchewan,2021-07-14,1313423,2021-07-14,743160,570263,,,1
12,Nova Scotia,2021-07-14,986747,2021-07-03,709817,276930,0,,1
46,Manitoba,2021-07-14,1478003,2021-07-03,1048046,429914,40,,0
13,New Brunswick,2021-07-14,767337,2021-07-03,534414,232923,0,,0
10,Newfoundland and Labrador,2021-07-14,493151,2021-07-03,384504,108647,0,,1
11,Prince Edward Island,2021-07-14,168601,2021-07-10,119754,48304,,,0
61,Northwest Territories,2021-07-14,61741,2021-07-10,32454,29287,,,0
62,Nunavut,2021-07-14,39260,2021-07-10,21668,17592,,,0
60,Yukon,2021-07-14,61500,2021-07-10,32172,29328,0,0,0
1,Canada,2021-07-14,43484083,2021-07-14,26422870,17057376,332,4,1
24,Quebec,2021-07-15,9752346,2021-07-14,6113271,3628616,,,1
35,Ontario,2021-07-15,17837834,2021-07-14,10226241,7611292,297,4,1
59,British Columbia,2021-07-15,5942064,2021-07-15,3686905,2255159,,,1
48,Alberta,2021-07-15,4947062,2021-07-14,2799252,2147810,,,1
47,Saskatchewan,2021-07-15,1321210,2021-07-15,744527,576683,,,1
12,Nova Scotia,2021-07-15,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-15,1590460,2021-07-10,1094992,495422,42,,1
13,New Brunswick,2021-07-15,901441,2021-07-10,547045,354396,0,,1
10,Newfoundland and Labrador,2021-07-15,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-15,174815,2021-07-14,121059,53753,,,1
61,Northwest Territories,2021-07-15,61741,2021-07-10,32454,29287,,,0
62,Nunavut,2021-07-15,39260,2021-07-10,21668,17592,,,0
60,Yukon,2021-07-15,61500,2021-07-10,32172,29328,0,0,0
1,Canada,2021-07-15,44287148,2021-07-15,26529450,17746889,339,4,1
24,Quebec,2021-07-16,9853761,2021-07-15,6128930,3721751,,,1
35,Ontario,2021-07-16,18006870,2021-07-15,10245213,7761351,302,4,1
59,British Columbia,2021-07-16,6004668,2021-07-16,3692410,2312258,,,1
48,Alberta,2021-07-16,4980821,2021-07-15,2803192,2177629,,,0
47,Saskatchewan,2021-07-16,1332135,2021-07-16,746173,585962,,,1
12,Nova Scotia,2021-07-16,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-16,1590460,2021-07-10,1094992,495422,42,,0
13,New Brunswick,2021-07-16,901441,2021-07-10,547045,354396,0,,0
10,Newfoundland and Labrador,2021-07-16,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-16,174815,2021-07-14,121059,53753,,,0
61,Northwest Territories,2021-07-16,61741,2021-07-10,32454,29287,,,0
62,Nunavut,2021-07-16,39260,2021-07-10,21668,17592,,,0
60,Yukon,2021-07-16,61500,2021-07-10,32172,29328,0,0,0
1,Canada,2021-07-16,44664887,2021-07-16,26575172,18086280,344,4,1
24,Quebec,2021-07-17,9853761,2021-07-15,6128930,3721751,,,0
35,Ontario,2021-07-17,18137625,2021-07-16,10260116,7877195,310,4,1
59,British Columbia,2021-07-17,6004668,2021-07-16,3692410,2312258,,,0
48,Alberta,2021-07-17,4980821,2021-07-15,2803192,2177629,,,0
47,Saskatchewan,2021-07-17,1341561,2021-07-17,747742,593819,,,1
12,Nova Scotia,2021-07-17,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-17,1590460,2021-07-10,1094992,495422,42,,0
13,New Brunswick,2021-07-17,901441,2021-07-10,547045,354396,0,,0
10,Newfoundland and Labrador,2021-07-17,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-17,174815,2021-07-14,121059,53753,,,0
61,Northwest Territories,2021-07-17,61741,2021-07-10,32454,29287,,,0
62,Nunavut,2021-07-17,41293,2021-07-17,22096,19197,,,1
60,Yukon,2021-07-17,62405,2021-07-17,32450,29955,0,0,1
1,Canada,2021-07-17,44808006,2021-07-17,26592350,18212213,352,4,1
24,Quebec,2021-07-18,9853761,2021-07-15,6128930,3721751,,,1
35,Ontario,2021-07-18,18227842,2021-07-17,10269900,7957627,311,4,1
59,British Columbia,2021-07-18,6004668,2021-07-16,3692410,2312258,,,0
48,Alberta,2021-07-18,4980821,2021-07-15,2803192,2177629,,,1
47,Saskatchewan,2021-07-18,1347967,2021-07-18,748675,599292,,,1
12,Nova Scotia,2021-07-18,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-18,1590460,2021-07-10,1094992,495422,42,,0
13,New Brunswick,2021-07-18,901441,2021-07-10,547045,354396,0,,0
10,Newfoundland and Labrador,2021-07-18,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-18,174815,2021-07-14,121059,53753,,,0
61,Northwest Territories,2021-07-18,61741,2021-07-10,32454,29287,,,0
62,Nunavut,2021-07-18,41293,2021-07-17,22096,19197,,,0
60,Yukon,2021-07-18,62405,2021-07-17,32450,29955,0,0,0
1,Canada,2021-07-18,44904629,2021-07-18,26603067,18298118,353,4,1
24,Quebec,2021-07-19,10084083,2021-07-18,6146135,3934786,,,1
35,Ontario,2021-07-19,18358143,2021-07-18,10285719,8072102,318,4,1
59,British Columbia,2021-07-19,6173328,2021-07-19,3707678,2465650,,,1
48,Alberta,2021-07-19,5056062,2021-07-18,2811893,2244169,,,1
47,Saskatchewan,2021-07-19,1350671,2021-07-19,749136,601535,,,1
12,Nova Scotia,2021-07-19,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-19,1590460,2021-07-10,1094992,495422,42,,0
13,New Brunswick,2021-07-19,901441,2021-07-10,547045,354396,0,,0
10,Newfoundland and Labrador,2021-07-19,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-19,174815,2021-07-14,121059,53753,,,0
61,Northwest Territories,2021-07-19,62725,2021-07-17,32785,29940,,,1
62,Nunavut,2021-07-19,41293,2021-07-17,22096,19197,,,0
60,Yukon,2021-07-19,62405,2021-07-17,32450,29955,0,0,0
1,Canada,2021-07-19,45512841,2021-07-19,26660852,18848456,360,4,1
24,Quebec,2021-07-20,10167756,2021-07-19,6146135,4012424,,,1
35,Ontario,2021-07-20,18494905,2021-07-19,10301587,8192990,324,4,1
59,British Columbia,2021-07-20,6233656,2021-07-20,3712494,2521162,,,1
48,Alberta,2021-07-20,5078635,2021-07-19,2815197,2263438,,,1
47,Saskatchewan,2021-07-20,1353307,2021-07-20,749588,603719,,,1
12,Nova Scotia,2021-07-20,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-20,1590460,2021-07-10,1094992,495422,42,,0
13,New Brunswick,2021-07-20,901441,2021-07-10,547045,354396,0,,0
10,Newfoundland and Labrador,2021-07-20,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-20,180606,2021-07-17,121910,58693,,,1
61,Northwest Territories,2021-07-20,62725,2021-07-17,32785,29940,,,0
62,Nunavut,2021-07-20,41293,2021-07-17,22096,19197,,,0
60,Yukon,2021-07-20,62405,2021-07-17,32450,29955,0,0,0
1,Canada,2021-07-20,45824604,2021-07-20,26686143,19128887,366,4,1
24,Quebec,2021-07-21,10268575,2021-07-20,6159353,4105977,,,1
35,Ontario,2021-07-21,18616919,2021-07-20,10317988,8298600,327,4,1
59,British Columbia,2021-07-21,6297149,2021-07-21,3717735,2579414,,,1
48,Alberta,2021-07-21,5100111,2021-07-20,2818691,2281420,,,1
47,Saskatchewan,2021-07-21,1358720,2021-07-21,750699,608021,,,1
12,Nova Scotia,2021-07-21,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-21,1590460,2021-07-10,1094992,495422,42,,0
13,New Brunswick,2021-07-21,901441,2021-07-10,547045,354396,0,,0
10,Newfoundland and Labrador,2021-07-21,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-21,180606,2021-07-17,121910,58693,,,0
61,Northwest Territories,2021-07-21,62725,2021-07-17,32785,29940,,,0
62,Nunavut,2021-07-21,41293,2021-07-17,22096,19197,,,0
60,Yukon,2021-07-21,62405,2021-07-17,32450,29955,0,0,0
1,Canada,2021-07-21,46137819,2021-07-21,26725608,19408586,369,4,1
